url,cvdr_id,title,doc_type,year,category,authority_type,authority_name,municipality,single_parent_relevant,mentions_single_parent_explicitly,single_parent_signals,benefit_signals,eligibility_signals,application_data_signals,eligibility_snippet,application_snippet
https://lokaleregelgeving.overheid.nl/CVDR702236/1,702236,"Verordening tegenprestatie Participatiewet, IOAW en IOAZ gemeente Dijk en Waard",Verordening,,social_support,gemeente,Dijk en Waard,Dijk en Waard,True,True,"alleenstaande ouder, alleenstaande ouders, kinderopvang","kinderopvang, participatie, regeling","arbeid, inkomen, leeftijd, participatiewet, uitkering, vermogen","adres, beschikking, kind","oodzakelijk is. Artikel 2. Inhoud van een tegenprestatie Het college bepaalt aan de hand van de individuele omstandigheden en de voorhanden zijnde onbeloonde maatschappelijk nuttige werkzaamheden, de aard, de duur en de omvang van de aan een persoon op te leggen tegenprestatie. Hierbij moet het college de in deze verordening neergelegde criteria in acht nemen. Artikel 2 van deze verordening stelt voorwaarden ten aanzien van de inhoud van de tegenprestatie. Het college dient maatwerk toe te passen bij het opdragen van een tegenprestatie. Rekening moet worden gehouden met de individuele omstandigheden van belanghebbende, waaronder leeftijd, opleiding, werkervaring en andere relevante persoonlijke omstandigheden. De werkzaamheden worden immers opgedragen 'naar vermogen'. Het is dus van belang","avigatie Andere sites binnen Overheid.nl Zoeken Uitgebreid Zoeken Andere sites binnen Overheid.nl Berichten over uw Buurt Zoals vergunningen, bouwplannen en lokale regelgeving Rondom uw woonadres Rondom een zelfgekozen adres Dienstverlening Zoals belastingen, uitkeringen en subsidies. Naar dienstverlening Beleid & regelgeving Officiële publicaties van de overheid. Naar beleid & regelgeving Contactgegevens overheden Adressen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule Hoofdstuk 1. Algemene bepalingen Artikel 1. Begrippen Hoofdstuk 2. De tegenprestatie naar vermogen Artikel 2. Inhoud van een tegenprestatie Artikel 3. Het opdragen van"
https://lokaleregelgeving.overheid.nl/CVDR703134/1,703134,Beleidsregel bijzondere bijstand gemeente Heerde 2024,Beleidsregel,2024.0,social_support,gemeente,Heerde,Heerde,True,True,"alleenstaande ouder, kinderen, minderjarig, schoolkosten","bijzondere bijstand, individuele inkomenstoeslag, leerlingenvervoer, participatie, regeling, schoolkosten, tegemoetkoming, toeslag","arbeid, bijstandsnorm, ingezetene, inkomen, kostendelersnorm, participatiewet, uitkering, verblijf, vermogen, woonplaats","aanvraag, aanvragen, adres, bewijs, brp, kind","n toepassing. 4. De peildatum voor deze inkomenstoets is de datum van de aanvraag. 5. Het college levert een bijdrage in de premie conform het collegebesluit. 6. De collectieve zorgverzekering wordt als voorliggende voorziening beschouwd voor bijzondere bijstand. 7. Het college beëindigt de deelname van een deelnemer aan de collectieve ziektekostenverzekering wanneer de deelnemer niet meer aan de voorwaarden voldoet of op eigen verzoek van de deelnemer. De deelname wordt niet eerder beëindigd dan met ingang van het kalenderjaar dat volgt op het jaar waarin de deelnemer niet meer aan de voorwaarden voldoet, tenzij de deelnemer verzoekt de beëindiging eerder te doen plaatsvinden. 8. De deelnemer is verplicht om het college onverwijld in te lichten over wijzigingen van zijn inkomen en/of verm","eleid & regelgeving Contactgegevens overheden Adressen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule 1. Begripsbepalingen 2. Algemene bepalingen 3. Beleid m.b.t. inkomen, vermogen en draagkracht 3.1. Inkomen 3.2. Vermogen 3.3. Draagkracht 4. Aanvraag 5. Kosten van algemene aard 5.1. Bijzondere bijstand voor algemeen noodzakelijke bestaanskosten aan jongeren van 18-21 jaar 6. Kosten in verband met ziekte en ondersteuning 6.1. Collectieve ziektekostenverzekering 6.2. Medische kosten 6.3. Medische kosten: maaltijdvoorziening 6.4. Tegemoetkoming chronisch zieken en gehandicapten 7. Juridische kosten 7.1. Bewindvoeringskosten 7.2. Eigen bi"
https://lokaleregelgeving.overheid.nl/CVDR703438/1,703438,"Afstemmingsverordening Participatiewet, IOAW en IOAZ Heiloo",Afstemmingsverordening,,social_support,gemeente,Heiloo,Heiloo,True,True,alleenstaande ouder,"bijzondere bijstand, participatie, regeling","arbeid, bijstandsnorm, inkomen, participatiewet, uitkering, vermogen","aanvraag, aanvragen, adres, beschikking","ng indien: a. iedere vorm van verwijtbaarheid ontbreekt; b. de gedraging meer dan zes maanden vóór constatering door het college heeft plaatsgevonden. Artikel 4. Ingangsdatum en tijdvak van een verlaging 1. Een verlaging vindt plaats met ingang van de eerstvolgende kalendermaand volgend op de maand waarin het besluit is bekend gemaakt. Indien over deze periode de norm reeds is verlaagd of er geen recht op de uitkering of voorziening bestaat, vindt de verlaging aansluitend op deze periode plaats. 2. Bij een lopende aanvraag vindt de verlaging plaats met ingang van de datum toekenning uitkering of voorziening. 3. In afwijking van het eerste lid wordt bij een hernieuwde aanvraag, mits de aanvraagdatum ligt binnen 3 maanden na de datum van beëindiging of intrekking, de norm alsnog verlaagd of","college heeft plaatsgevonden. Artikel 4. Ingangsdatum en tijdvak van een verlaging 1. Een verlaging vindt plaats met ingang van de eerstvolgende kalendermaand volgend op de maand waarin het besluit is bekend gemaakt. Indien over deze periode de norm reeds is verlaagd of er geen recht op de uitkering of voorziening bestaat, vindt de verlaging aansluitend op deze periode plaats. 2. Bij een lopende aanvraag vindt de verlaging plaats met ingang van de datum toekenning uitkering of voorziening. 3. In afwijking van het eerste lid wordt bij een hernieuwde aanvraag, mits de aanvraagdatum ligt binnen 3 maanden na de datum van beëindiging of intrekking, de norm alsnog verlaagd of met dat deel van de verlaging verminderd dat nog niet is uitgevoerd en wel vanaf de datum van de hernieuwde ingang van d"
https://lokaleregelgeving.overheid.nl/CVDR703470/1,703470,"Verordening tegenprestatie Participatiewet, IOAW en IOAZ Heiloo",Verordening,,social_support,gemeente,Heiloo,Heiloo,True,True,"alleenstaande ouder, alleenstaande ouders, kinderopvang","kinderopvang, participatie, regeling","arbeid, inkomen, leeftijd, participatiewet, uitkering, vermogen","adres, beschikking, kind","oodzakelijk is. Artikel 2. Inhoud van een tegenprestatie Het college bepaalt aan de hand van de individuele omstandigheden en de voorhanden zijnde onbeloonde maatschappelijk nuttige werkzaamheden, de aard, de duur en de omvang van de aan een persoon op te leggen tegenprestatie. Hierbij moet het college de in deze verordening neergelegde criteria in acht nemen. Artikel 2 van deze verordening stelt voorwaarden ten aanzien van de inhoud van de tegenprestatie. Het college dient maatwerk toe te passen bij het opdragen van een tegenprestatie. Rekening moet worden gehouden met de individuele omstandigheden van belanghebbende, waaronder leeftijd, opleiding, werkervaring en andere relevante persoonlijke omstandigheden. De werkzaamheden worden immers opgedragen 'naar vermogen'. Het is dus van belang","avigatie Andere sites binnen Overheid.nl Zoeken Uitgebreid Zoeken Andere sites binnen Overheid.nl Berichten over uw Buurt Zoals vergunningen, bouwplannen en lokale regelgeving Rondom uw woonadres Rondom een zelfgekozen adres Dienstverlening Zoals belastingen, uitkeringen en subsidies. Naar dienstverlening Beleid & regelgeving Officiële publicaties van de overheid. Naar beleid & regelgeving Contactgegevens overheden Adressen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule Hoofdstuk 1. Algemene bepalingen Artikel 1. Begrippen Hoofdstuk 2. De tegenprestatie naar vermogen Artikel 2. Inhoud van een tegenprestatie Artikel 3. Het opdragen van"
https://lokaleregelgeving.overheid.nl/CVDR703537/1,703537,"Verordening tegenprestatie Participatiewet, IOAW en IOAZ Castricum",Verordening,,social_support,gemeente,Castricum,Castricum,True,True,"alleenstaande ouder, alleenstaande ouders, kinderopvang","kinderopvang, participatie, regeling","arbeid, inkomen, leeftijd, participatiewet, uitkering, vermogen","adres, beschikking, kind","oodzakelijk is. Artikel 2. Inhoud van een tegenprestatie Het college bepaalt aan de hand van de individuele omstandigheden en de voorhanden zijnde onbeloonde maatschappelijk nuttige werkzaamheden, de aard, de duur en de omvang van de aan een persoon op te leggen tegenprestatie. Hierbij moet het college de in deze verordening neergelegde criteria in acht nemen. Artikel 2 van deze verordening stelt voorwaarden ten aanzien van de inhoud van de tegenprestatie. Het college dient maatwerk toe te passen bij het opdragen van een tegenprestatie. Rekening moet worden gehouden met de individuele omstandigheden van belanghebbende, waaronder leeftijd, opleiding, werkervaring en andere relevante persoonlijke omstandigheden. De werkzaamheden worden immers opgedragen 'naar vermogen'. Het is dus van belang","avigatie Andere sites binnen Overheid.nl Zoeken Uitgebreid Zoeken Andere sites binnen Overheid.nl Berichten over uw Buurt Zoals vergunningen, bouwplannen en lokale regelgeving Rondom uw woonadres Rondom een zelfgekozen adres Dienstverlening Zoals belastingen, uitkeringen en subsidies. Naar dienstverlening Beleid & regelgeving Officiële publicaties van de overheid. Naar beleid & regelgeving Contactgegevens overheden Adressen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule Hoofdstuk 1. Algemene bepalingen Artikel 1. Begrippen Hoofdstuk 2. De tegenprestatie naar vermogen Artikel 2. Inhoud van een tegenprestatie Artikel 3. Het opdragen van"
https://lokaleregelgeving.overheid.nl/CVDR703543/1,703543,"Afstemmingsverordening Participatiewet, IOAW en IOAZ Bergen",Afstemmingsverordening,,social_support,gemeente,Bergen,Bergen,True,True,alleenstaande ouder,"bijzondere bijstand, participatie, regeling","arbeid, bijstandsnorm, inkomen, participatiewet, uitkering, vermogen","aanvraag, aanvragen, adres, beschikking","ng indien: a. iedere vorm van verwijtbaarheid ontbreekt; b. de gedraging meer dan zes maanden vóór constatering door het college heeft plaatsgevonden. Artikel 4. Ingangsdatum en tijdvak van een verlaging 1. Een verlaging vindt plaats met ingang van de eerstvolgende kalendermaand volgend op de maand waarin het besluit is bekend gemaakt. Indien over deze periode de norm reeds is verlaagd of er geen recht op de uitkering of voorziening bestaat, vindt de verlaging aansluitend op deze periode plaats. 2. Bij een lopende aanvraag vindt de verlaging plaats met ingang van de datum toekenning uitkering of voorziening. 3. In afwijking van het eerste lid wordt bij een hernieuwde aanvraag, mits de aanvraagdatum ligt binnen 3 maanden na de datum van beëindiging of intrekking, de norm alsnog verlaagd of","college heeft plaatsgevonden. Artikel 4. Ingangsdatum en tijdvak van een verlaging 1. Een verlaging vindt plaats met ingang van de eerstvolgende kalendermaand volgend op de maand waarin het besluit is bekend gemaakt. Indien over deze periode de norm reeds is verlaagd of er geen recht op de uitkering of voorziening bestaat, vindt de verlaging aansluitend op deze periode plaats. 2. Bij een lopende aanvraag vindt de verlaging plaats met ingang van de datum toekenning uitkering of voorziening. 3. In afwijking van het eerste lid wordt bij een hernieuwde aanvraag, mits de aanvraagdatum ligt binnen 3 maanden na de datum van beëindiging of intrekking, de norm alsnog verlaagd of met dat deel van de verlaging verminderd dat nog niet is uitgevoerd en wel vanaf de datum van de hernieuwde ingang van d"
https://lokaleregelgeving.overheid.nl/CVDR703550/1,703550,"Verordening tegenprestatie Participatiewet, IOAW en IOAZ Bergen",Verordening,,social_support,gemeente,Bergen,Bergen,True,True,"alleenstaande ouder, alleenstaande ouders, kinderopvang","kinderopvang, participatie, regeling","arbeid, inkomen, leeftijd, participatiewet, uitkering, vermogen","adres, beschikking, kind","oodzakelijk is. Artikel 2. Inhoud van een tegenprestatie Het college bepaalt aan de hand van de individuele omstandigheden en de voorhanden zijnde onbeloonde maatschappelijk nuttige werkzaamheden, de aard, de duur en de omvang van de aan een persoon op te leggen tegenprestatie. Hierbij moet het college de in deze verordening neergelegde criteria in acht nemen. Artikel 2 van deze verordening stelt voorwaarden ten aanzien van de inhoud van de tegenprestatie. Het college dient maatwerk toe te passen bij het opdragen van een tegenprestatie. Rekening moet worden gehouden met de individuele omstandigheden van belanghebbende, waaronder leeftijd, opleiding, werkervaring en andere relevante persoonlijke omstandigheden. De werkzaamheden worden immers opgedragen 'naar vermogen'. Het is dus van belang","avigatie Andere sites binnen Overheid.nl Zoeken Uitgebreid Zoeken Andere sites binnen Overheid.nl Berichten over uw Buurt Zoals vergunningen, bouwplannen en lokale regelgeving Rondom uw woonadres Rondom een zelfgekozen adres Dienstverlening Zoals belastingen, uitkeringen en subsidies. Naar dienstverlening Beleid & regelgeving Officiële publicaties van de overheid. Naar beleid & regelgeving Contactgegevens overheden Adressen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule Hoofdstuk 1. Algemene bepalingen Artikel 1. Begrippen Hoofdstuk 2. De tegenprestatie naar vermogen Artikel 2. Inhoud van een tegenprestatie Artikel 3. Het opdragen van"
https://lokaleregelgeving.overheid.nl/CVDR703617/1,703617,Beleidsregels leerlingenvervoer gemeente Valkenswaard,Beleidsregels,,social_support,gemeente,Valkenswaard,Valkenswaard,True,True,"alleenstaande ouder, kinderen","leerlingenvervoer, regeling","arbeid, leeftijd, uitkering, woonplaats, ww","aanvraag, aanvragen, adres, kind","gaan uit van de mogelijkheden van het kind, niet van zijn of haar beperkingen, en we stimuleren zoveel mogelijk zijn zelfredzaamheid. Ouders zijn de eerstverantwoordelijken voor hun kind, ook voor het schoolbezoek. Ieder kind is uniek en heeft andere vervoersbehoeften. Bij het toekennen van een vervoersvoorziening kijken we wat passend is. Leerlingenvervoer staat niet op zichzelf; het is vaak een voorwaarde om te bewerkstelligen dat een kind het juiste onderwijs kan krijgen. Daarom werken wij bij de beoordeling van aanvragen samen met de ouders/verzorgers, de school, het samenwerkingsverband en andere betrokkenen. Daarnaast is er een hechte relatie met andere disciplines binnen het sociaal domein, bijvoorbeeld jeugdzorg of WMO. Een kind met een beperking heeft vaak een grote impact op het","orden om op een veilige manier van huis naar school v.v. te komen. De belangrijkste criteria voor toekenning staan in de verordening Leerlingenvervoer van de gemeente Valkenswaard. Omdat er situaties zijn die niet voorzien zijn in de verordening heeft het college beleidsregels opgesteld die aansluiten op de visie van de gemeente. Primair zijn er twee criteria die antwoord geven op de vraag of een aanvraag om leerlingenvervoer moet worden toegekend: 1. Gaat het kind naar de dichtstbijzijnde toegankelijke school a. van de onderwijssoort waarop het kind is aangewezen b. van de gewenste godsdienstige of levensbeschouwelijke richting. en 2. is de afstand tussen woning en school 6 kilometer of meer. Is het antwoord op beide vragen Ja, dan is er recht op bekostiging leerlingenvervoer en wordt aan"
https://lokaleregelgeving.overheid.nl/CVDR703621/1,703621,"Afstemmingsverordening Participatiewet, IOAW en IOAZ Uitgeest",Afstemmingsverordening,,social_support,gemeente,Uitgeest,Uitgeest,True,True,alleenstaande ouder,"bijzondere bijstand, participatie, regeling","arbeid, bijstandsnorm, inkomen, participatiewet, uitkering, vermogen","aanvraag, aanvragen, adres, beschikking","ng indien: a. iedere vorm van verwijtbaarheid ontbreekt; b. de gedraging meer dan zes maanden vóór constatering door het college heeft plaatsgevonden. Artikel 4. Ingangsdatum en tijdvak van een verlaging 1. Een verlaging vindt plaats met ingang van de eerstvolgende kalendermaand volgend op de maand waarin het besluit is bekend gemaakt. Indien over deze periode de norm reeds is verlaagd of er geen recht op de uitkering of voorziening bestaat, vindt de verlaging aansluitend op deze periode plaats. 2. Bij een lopende aanvraag vindt de verlaging plaats met ingang van de datum toekenning uitkering of voorziening. 3. In afwijking van het eerste lid wordt bij een hernieuwde aanvraag, mits de aanvraagdatum ligt binnen 3 maanden na de datum van beëindiging of intrekking, de norm alsnog verlaagd of","college heeft plaatsgevonden. Artikel 4. Ingangsdatum en tijdvak van een verlaging 1. Een verlaging vindt plaats met ingang van de eerstvolgende kalendermaand volgend op de maand waarin het besluit is bekend gemaakt. Indien over deze periode de norm reeds is verlaagd of er geen recht op de uitkering of voorziening bestaat, vindt de verlaging aansluitend op deze periode plaats. 2. Bij een lopende aanvraag vindt de verlaging plaats met ingang van de datum toekenning uitkering of voorziening. 3. In afwijking van het eerste lid wordt bij een hernieuwde aanvraag, mits de aanvraagdatum ligt binnen 3 maanden na de datum van beëindiging of intrekking, de norm alsnog verlaagd of met dat deel van de verlaging verminderd dat nog niet is uitgevoerd en wel vanaf de datum van de hernieuwde ingang van d"
https://lokaleregelgeving.overheid.nl/CVDR703653/1,703653,"Verordening tegenprestatie Participatiewet, IOAW en IOAZ Uitgeest",Verordening,,social_support,gemeente,Uitgeest,Uitgeest,True,True,"alleenstaande ouder, alleenstaande ouders, kinderopvang","kinderopvang, participatie, regeling","arbeid, inkomen, leeftijd, participatiewet, uitkering, vermogen","adres, beschikking, kind","oodzakelijk is. Artikel 2. Inhoud van een tegenprestatie Het college bepaalt aan de hand van de individuele omstandigheden en de voorhanden zijnde onbeloonde maatschappelijk nuttige werkzaamheden, de aard, de duur en de omvang van de aan een persoon op te leggen tegenprestatie. Hierbij moet het college de in deze verordening neergelegde criteria in acht nemen. Artikel 2 van deze verordening stelt voorwaarden ten aanzien van de inhoud van de tegenprestatie. Het college dient maatwerk toe te passen bij het opdragen van een tegenprestatie. Rekening moet worden gehouden met de individuele omstandigheden van belanghebbende, waaronder leeftijd, opleiding, werkervaring en andere relevante persoonlijke omstandigheden. De werkzaamheden worden immers opgedragen 'naar vermogen'. Het is dus van belang","avigatie Andere sites binnen Overheid.nl Zoeken Uitgebreid Zoeken Andere sites binnen Overheid.nl Berichten over uw Buurt Zoals vergunningen, bouwplannen en lokale regelgeving Rondom uw woonadres Rondom een zelfgekozen adres Dienstverlening Zoals belastingen, uitkeringen en subsidies. Naar dienstverlening Beleid & regelgeving Officiële publicaties van de overheid. Naar beleid & regelgeving Contactgegevens overheden Adressen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule Hoofdstuk 1. Algemene bepalingen Artikel 1. Begrippen Hoofdstuk 2. De tegenprestatie naar vermogen Artikel 2. Inhoud van een tegenprestatie Artikel 3. Het opdragen van"
https://lokaleregelgeving.overheid.nl/CVDR704283/1,704283,Beleidsregels Meedoenregeling gemeente Geldrop-Mierlo 2024,Beleidsregels,2024.0,social_support,gemeente,Geldrop,Geldrop-Mierlo,True,True,"alleenstaande ouder, kinderen, schoolkosten, meedoenregeling, participatieregeling","bijzondere bijstand, meedoen, participatie, regeling, schoolkosten, sport, tegemoetkoming","bijstandsnorm, inkomen, kostendelersnorm, leeftijd, participatiewet, student, uitkering, verblijf, vermogen","aanvraag, aanvragen, adres, bankrekening, brp, kind",en subsidies. Naar dienstverlening Beleid & regelgeving Officiële publicaties van de overheid. Naar beleid & regelgeving Contactgegevens overheden Adressen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule Artikel 1. Begripsbepalingen Artikel 2. Voorwaarden bij toekenning op aanvraag Artikel 3. Studenten op grond van de Wet Studiefinanciering 2000 (WSF) Artikel 4. Hoogte tegemoetkoming en uitbetaling Artikel 5. Controle en terugvordering Artikel 6. Hardheidsclausule Artikel 7. Citeertitel Artikel 8. Inwerkingtreding en Intrekking oude beleidsregel Ondertekening Algemene toelichting Permalink Printen Permanente link Naar de actuele versie,ning Beleid & regelgeving Officiële publicaties van de overheid. Naar beleid & regelgeving Contactgegevens overheden Adressen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule Artikel 1. Begripsbepalingen Artikel 2. Voorwaarden bij toekenning op aanvraag Artikel 3. Studenten op grond van de Wet Studiefinanciering 2000 (WSF) Artikel 4. Hoogte tegemoetkoming en uitbetaling Artikel 5. Controle en terugvordering Artikel 6. Hardheidsclausule Artikel 7. Citeertitel Artikel 8. Inwerkingtreding en Intrekking oude beleidsregel Ondertekening Algemene toelichting Permalink Printen Permanente link Naar de actuele versie van de regeling http://lokaler
https://lokaleregelgeving.overheid.nl/CVDR704524/1,704524,Verordening Regeling Meedoen gemeente Deurne 2024,Verordening,2024.0,social_support,gemeente,Deurne,Deurne,True,True,"alleenstaande ouder, alleenstaande ouders, kinderen, schoolkosten","cultuur, meedoen, participatie, regeling, schoolkosten, sport, tegemoetkoming","bijstandsnorm, inkomen, leeftijd, participatiewet, uitkering, vermogen","aanvraag, aanvragen, adres, beschikking, kind",egevens overheden Adressen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule HOOFDSTUK 1 ALGEMENE BEPALINGEN Artikel 1 Begripsbepalingen Artikel 2. Het doel van de Meedoen regeling HOOFDSTUK 2 BEPALINGEN OVER DE RECHTEN EN PLICHTEN Artikel 3. De voorwaarden Artikel 4. De aanvraag Artikel 5. Ambtshalve toekenning Artikel 6. Meedoen schoolgaande kinderen Artikel 7 Rechthebbende Meedoen schoolgaande kinderen Artikel 8. De hoogte van de bijdrage Artikel 9. Intrekken en terugvorderen Artikel 10. Naleving Artikel 11. Hardheidsclausule Artikel 12. Intrekking Artikel 13. Nadere regels en onvoorziene omstandigheden Artikel 14. Inwerkingtreding Ond,en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule HOOFDSTUK 1 ALGEMENE BEPALINGEN Artikel 1 Begripsbepalingen Artikel 2. Het doel van de Meedoen regeling HOOFDSTUK 2 BEPALINGEN OVER DE RECHTEN EN PLICHTEN Artikel 3. De voorwaarden Artikel 4. De aanvraag Artikel 5. Ambtshalve toekenning Artikel 6. Meedoen schoolgaande kinderen Artikel 7 Rechthebbende Meedoen schoolgaande kinderen Artikel 8. De hoogte van de bijdrage Artikel 9. Intrekken en terugvorderen Artikel 10. Naleving Artikel 11. Hardheidsclausule Artikel 12. Intrekking Artikel 13. Nadere regels en onvoorziene omstandigheden Artikel 14. Inwerkingtreding Ondertekening Permalink Print
https://lokaleregelgeving.overheid.nl/CVDR705264/1,705264,Verordening Individuele Inkomenstoeslag gemeente Laarbeek 2023,Verordening,2023.0,social_support,gemeente,Laarbeek,Laarbeek,True,True,"alleenstaande ouder, kinderen, minderjarig","individuele inkomenstoeslag, participatie, regeling, toeslag","bijstandsnorm, inkomen, leeftijd, participatiewet, student, uitkering","aanvraag, adres, beschikking, kind","g werk heeft aanvaard waardoor het recht op bijstand is beëindigd. Dit geldt voor PW-gerechtigden en voor inwoners met IOAW en IOAZ. 4. In afwijking van het eerste lid wordt de individuele inkomenstoeslag niet toegekend indien er uitzicht is op inkomensverbetering. Uitzicht op inkomensverbetering wordt in elk geval verondersteld ten aanzien van de belanghebbende die op de peildatum voldoet aan de voorwaarde dat een belanghebbende onderwijs volgt waarvoor aanspraak bestaat op studiefinanciering op grond van de WSF of een studiekostenvergoeding op grond van de WTOS, met uitzondering van studenten met minderjarige kinderen. Artikel 4 Hoogte individuele inkomenstoeslag 1. De individuele inkomenstoeslag wordt gebaseerd op de bijstandsnorm per 1 januari van het betreffende kalenderjaar en bedraa",en subsidies. Naar dienstverlening Beleid & regelgeving Officiële publicaties van de overheid. Naar beleid & regelgeving Contactgegevens overheden Adressen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule Artikel 1 Begrippen Artikel 2 Indienen aanvraag Artikel 3 Langdurig laag inkomen Artikel 4 Hoogte individuele inkomenstoeslag Artikel 5 Intrekken en terugvorderen Artikel 6 Nadere uitvoeringsregels en onvoorziene omstandigheden Artikel 7 Hardheidsclausule Artikel 8 Inwerkingtreding Ondertekening Permalink Printen Permanente link Naar de actuele versie van de regeling http://lokaleregelgeving.overheid.nl/CVDR705264 Naar de door u bekeke
https://lokaleregelgeving.overheid.nl/CVDR705265/1,705265,Verordening Bijdrage Maatschappelijke Participatie gemeente Laarbeek 2023,Verordening,2023.0,social_support,gemeente,Laarbeek,Laarbeek,True,True,"alleenstaande ouder, alleenstaande ouders, schoolkosten","cultuur, participatie, regeling, schoolkosten, sport, tegemoetkoming","bijstandsnorm, inkomen, participatiewet, uitkering, vermogen","aanvraag, aanvragen, adres, beschikking",sen en contactpersonen van overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule HOOFDSTUK 1 ALGEMENE BEPALINGEN Artikel 1. Begripsbepalingen Artikel 2. Het doel van de Bijdrage Maatschappelijke Participatie HOOFDSTUK 2 BEPALINGEN OVER DE RECHTEN EN PLICHTEN Artikel 3. De voorwaarden Artikel 4. De aanvraag Artikel 5. Ambtshalve toekenning Artikel 6. De hoogte van de bijdrage Artikel 7. Intrekken en terugvorderen Artikel 8. Naleving HOOFDSTUK 3. SLOTBEPALINGEN Artikel 9. Hardheidsclausule Artikel 10. Nadere regels en onvoorziene omstandigheden Artikel 11. De citeertitel Artikel 12. De inwerkingtreding en overgangsrecht Ondertekening Permalink Printen Permanente link,overheidsorganisaties. Naar overheidsorganisaties U bent hier: Lokale Wet- en regelgeving Uitgebreid zoeken Regeling Wetstechnische informatie Regeling tekst Inhoudsopgave Intitule HOOFDSTUK 1 ALGEMENE BEPALINGEN Artikel 1. Begripsbepalingen Artikel 2. Het doel van de Bijdrage Maatschappelijke Participatie HOOFDSTUK 2 BEPALINGEN OVER DE RECHTEN EN PLICHTEN Artikel 3. De voorwaarden Artikel 4. De aanvraag Artikel 5. Ambtshalve toekenning Artikel 6. De hoogte van de bijdrage Artikel 7. Intrekken en terugvorderen Artikel 8. Naleving HOOFDSTUK 3. SLOTBEPALINGEN Artikel 9. Hardheidsclausule Artikel 10. Nadere regels en onvoorziene omstandigheden Artikel 11. De citeertitel Artikel 12. De inwerkingtreding en overgangsrecht Ondertekening Permalink Printen Permanente link Naar de actuele versie va
